commit,faults,path,FanOut,FanIn,CouplingBetweenObjects,DepthOfInheritance,LackOfCohesionInMethods,LinesOfCode,SourceLinesOfCode,CommentLinesOfCode,CommentDensity,NumberOfChildren,ResponseForClass,WeightedMethodCount,CyclomaticComplexity,DepthOfNesting,OutDegree,OutDegreeDistinct,PatternSize,NumberOfPatternVariables,ParadigmScoreFraction
HEAD,0,package util - object HttpClientUtil,14.0,1.0,15.0,0.0,0.0,35.0,34.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,13.0,5.0,0.0,0.0,0.3191489361702127
HEAD,2,package api - class ApiPullRequest,12.0,7.0,19.0,2.0,0.0,30.0,26.0,4.0,0.13333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,2,package api - object ApiPullRequest,24.0,7.0,30.0,1.0,0.0,34.0,34.0,1.0,0.02857142857142857,0.0,9.0,0.0,4.0,3.0,12.0,7.0,10.0,2.0,1.0
HEAD,0,package api - object ApiPullRequest - class Commit,6.0,9.0,15.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package model - trait GpgKeyComponent,6.0,1.0,7.0,0.0,0.0,16.0,17.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package model - trait GpgKeyComponent - class GpgKeys,4.0,1.0,5.0,0.0,3.0,12.0,12.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0
HEAD,0,package model - class GpgKey,5.0,0.0,5.0,2.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package plugin - object Sessions,1.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
HEAD,2,package controller - class IssuesController,19.0,1.0,20.0,3.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,4,package controller - trait IssuesControllerBase,22.0,1.0,23.0,2.0,3.0,395.0,373.0,10.0,0.02610966057441253,1.0,10.0,6.0,3.0,9.0,23.0,6.0,6.0,2.0,1.0
HEAD,0,package controller - trait IssuesControllerBase - class IssueCreateForm,4.0,1.0,5.0,2.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait IssuesControllerBase - class CommentForm,4.0,3.0,7.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait IssuesControllerBase - class IssueStateForm,4.0,1.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package api - class CreateAUser,4.0,0.0,4.0,2.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,9,package util - object JGitUtil,203.0,11.0,213.0,0.0,0.0,1206.0,955.0,256.0,0.21139554087530965,0.0,360.0,0.0,19.0,15.0,128.0,59.0,58.0,16.0,1.0
HEAD,0,package util - object JGitUtil - <$anon: util.Using.Releasable[org.eclipse.jgit.lib.ObjectDatabase]>,3.0,0.0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0
HEAD,0,package util - object JGitUtil - class RepositoryInfo,4.0,3.0,7.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - class FileInfo,7.0,4.0,11.0,2.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - class GpgSignInfo,3.0,2.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - class GpgVerifyInfo,3.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - class CommitInfo,14.0,13.0,27.0,2.0,1.0,39.0,21.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - class DiffInfo,6.0,2.0,8.0,2.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - class ContentInfo,7.0,1.0,8.0,2.0,0.0,6.0,3.0,3.0,0.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - class TagInfo,4.0,1.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - class SubmoduleInfo,3.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - class BranchMergeInfo,4.0,1.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - class BranchInfo,5.0,2.0,7.0,2.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - class BlameInfo,6.0,1.0,7.0,2.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - <$anon: <error>>,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object JGitUtil - <$anon: <error>>,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package core - package model - package object model,1.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package util - object AuthUtil,9.0,2.0,11.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,4.0,4.0,3.0,0.0,0.0
HEAD,2,package service - trait MilestonesService,11.0,11.0,22.0,0.0,6.0,58.0,58.0,0.0,0.0,11.0,17.0,9.0,2.0,6.0,16.0,3.0,7.0,2.0,1.0
HEAD,3,package servlet - class GitRepositoryServlet,27.0,0.0,27.0,1.0,4.0,108.0,100.0,7.0,0.06542056074766354,0.0,10.0,13.0,7.0,30.0,54.0,9.0,17.0,3.0,1.0
HEAD,1,package servlet - class GitBucketRepositoryResolver,15.0,1.0,16.0,1.0,1.0,15.0,14.0,1.0,0.06666666666666667,0.0,9.0,2.0,2.0,11.0,12.0,10.0,7.0,2.0,1.0
HEAD,0,package servlet - class GitBucketReceivePackFactory,13.0,1.0,14.0,1.0,1.0,36.0,36.0,0.0,0.0,0.0,7.0,4.0,4.0,0.0,34.0,7.0,0.0,0.0,-1.0
HEAD,6,package servlet - class CommitLogHook,27.0,1.0,28.0,2.0,2.0,187.0,171.0,11.0,0.06043956043956044,0.0,4.0,26.0,24.0,4.0,111.0,3.0,36.0,1.0,-0.8245614035087718
HEAD,1,package servlet - class WikiCommitHook,14.0,0.0,14.0,1.0,1.0,61.0,56.0,0.0,0.0,0.0,3.0,10.0,10.0,17.0,38.0,3.0,33.0,9.0,-0.5118110236220471
HEAD,0,package servlet - object GitLfs,17.0,1.0,18.0,0.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package servlet - object GitLfs - class BatchRequest,4.0,2.0,6.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package servlet - object GitLfs - class BatchRequestObject,4.0,1.0,5.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package servlet - object GitLfs - class BatchUploadResponse,4.0,2.0,6.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package servlet - object GitLfs - class BatchResponseObject,6.0,1.0,7.0,2.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package servlet - object GitLfs - class Actions,3.0,2.0,5.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package servlet - object GitLfs - class Action,5.0,1.0,6.0,2.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package servlet - object GitLfs - class Error,3.0,1.0,4.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package ssh - object GitCommand,5.0,5.0,10.0,0.0,0.0,4.0,5.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,3,package ssh - class GitCommand,17.0,5.0,22.0,0.0,6.0,49.0,49.0,0.0,0.0,3.0,16.0,13.0,5.0,7.0,11.0,7.0,14.0,3.0,-0.4193548387096775
HEAD,0,package ssh - class DefaultGitCommand,12.0,2.0,14.0,1.0,3.0,45.0,45.0,0.0,0.0,2.0,6.0,17.0,7.0,8.0,11.0,5.0,22.0,4.0,1.0
HEAD,2,package ssh - class DefaultGitUploadPack,19.0,1.0,20.0,2.0,1.0,22.0,21.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,16.0,8.0,0.0,0.0,-0.64
HEAD,2,package ssh - class DefaultGitReceivePack,22.0,1.0,23.0,2.0,1.0,27.0,26.0,0.0,0.0,0.0,11.0,3.0,3.0,0.0,20.0,13.0,0.0,0.0,-0.5249999999999999
HEAD,2,package ssh - class PluginGitUploadPack,21.0,1.0,22.0,1.0,1.0,17.0,16.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,16.0,10.0,0.0,0.0,-0.5909090909090909
HEAD,2,package ssh - class PluginGitReceivePack,21.0,1.0,22.0,1.0,1.0,17.0,16.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,16.0,10.0,0.0,0.0,-0.5909090909090909
HEAD,0,package ssh - class GitCommandFactory,22.0,0.0,22.0,0.0,1.0,28.0,27.0,0.0,0.0,0.0,13.0,10.0,8.0,7.0,18.0,13.0,47.0,7.0,0.8
HEAD,0,package ssh - object PublicKeyAuthenticator,17.0,2.0,19.0,0.0,0.0,22.0,19.0,4.0,0.17391304347826086,0.0,5.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0
HEAD,0,package ssh - object PublicKeyAuthenticator - trait AuthType,0.0,11.0,11.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package ssh - object PublicKeyAuthenticator - object AuthType,12.0,11.0,20.0,0.0,0.0,13.0,11.0,3.0,0.21428571428571427,2.0,2.0,0.0,3.0,5.0,2.0,2.0,5.0,1.0,1.0
HEAD,0,package ssh - object PublicKeyAuthenticator - object AuthType - class UserAuthType,4.0,3.0,7.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package ssh - object PublicKeyAuthenticator - object AuthType - class DeployKeyType,4.0,2.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package ssh - class PublicKeyAuthenticator,17.0,2.0,19.0,1.0,3.0,66.0,59.0,6.0,0.09230769230769231,0.0,8.0,8.0,4.0,5.0,26.0,5.0,8.0,1.0,1.0
HEAD,0,package api - class ApiCombinedCommitStatus,8.0,2.0,10.0,2.0,0.0,10.0,8.0,1.0,0.1111111111111111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package api - object ApiCombinedCommitStatus,18.0,2.0,19.0,1.0,0.0,14.0,14.0,0.0,0.0,0.0,8.0,0.0,2.0,4.0,7.0,6.0,6.0,2.0,1.0
HEAD,0,package api - trait ApiRepositoryBranchControllerBase,7.0,1.0,8.0,2.0,0.0,200.0,64.0,146.0,0.6952380952380952,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,2,package api - trait ApiPullRequestControllerBase,6.0,1.0,7.0,2.0,1.0,226.0,172.0,42.0,0.19626168224299065,1.0,1.0,6.0,6.0,17.0,40.0,2.0,35.0,10.0,1.0
HEAD,0,package model - trait AccountExtraMailAddressComponent,4.0,1.0,5.0,0.0,0.0,10.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package model - trait AccountExtraMailAddressComponent - class AccountExtraMailAddresses,2.0,1.0,3.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0
HEAD,0,package model - class AccountExtraMailAddress,3.0,0.0,3.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait ValidationSupport,8.0,1.0,9.0,0.0,9.0,68.0,62.0,6.0,0.08823529411764706,1.0,12.0,12.0,2.0,3.0,7.0,3.0,7.0,2.0,1.0
HEAD,0,package plugin - class Plugin,31.0,2.0,33.0,0.0,26.0,372.0,212.0,160.0,0.43010752688172044,0.0,60.0,32.0,6.0,3.0,103.0,54.0,26.0,9.0,1.0
HEAD,0,package controller - class AccountController,17.0,1.0,18.0,4.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,13,package controller - trait AccountControllerBase,71.0,2.0,72.0,3.0,10.0,709.0,625.0,64.0,0.09288824383164006,1.0,47.0,24.0,4.0,5.0,19.0,11.0,12.0,2.0,1.0
HEAD,0,package controller - trait AccountControllerBase - class AccountNewForm,5.0,1.0,6.0,2.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - class AccountEditForm,6.0,1.0,7.0,2.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - class SshKeyForm,3.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - class GpgKeyForm,3.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - class PersonalTokenForm,3.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - class NewGroupForm,4.0,3.0,7.0,2.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - class EditGroupForm,5.0,3.0,8.0,2.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - class RepositoryCreationForm,5.0,1.0,6.0,2.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - class ForkRepositoryForm,3.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - class AccountForm,3.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - class AccountWebHookForm,6.0,1.0,7.0,2.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - method accountWebHook - <$anon: <error>>,6.0,0.0,6.0,1.0,1.0,12.0,10.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - method accountWebhookEvents - <$anon: <error>>,17.0,0.0,17.0,1.0,1.0,13.0,12.0,0.0,0.0,0.0,10.0,3.0,2.0,0.0,6.0,5.0,0.0,0.0,1.0
HEAD,0,package controller - trait AccountControllerBase - method existsAccount - <$anon: <error>>,5.0,0.0,5.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0
HEAD,0,package controller - trait AccountControllerBase - method uniqueRepository - <$anon: <error>>,7.0,0.0,7.0,1.0,1.0,15.0,13.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,8.0,5.0,1.0,0.0,1.0
HEAD,0,package controller - trait AccountControllerBase - method members - <$anon: <error>>,13.0,0.0,13.0,1.0,1.0,8.0,8.0,0.0,0.0,0.0,8.0,3.0,3.0,5.0,7.0,6.0,12.0,2.0,1.0
HEAD,0,package controller - trait AccountControllerBase - method validPublicKey - <$anon: <error>>,7.0,0.0,7.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,3.0,3.0,3.0,5.0,6.0,4.0,4.0,0.0,1.0
HEAD,0,package controller - trait AccountControllerBase - method validGpgPublicKey - <$anon: <error>>,7.0,0.0,7.0,1.0,1.0,12.0,12.0,0.0,0.0,0.0,3.0,4.0,4.0,5.0,6.0,3.0,9.0,1.0,1.0
HEAD,0,package controller - trait AccountControllerBase - method validAccountName - <$anon: <error>>,6.0,0.0,6.0,1.0,1.0,8.0,8.0,0.0,0.0,0.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,0.0,1.0
HEAD,0,package api - trait ApiOrganizationControllerBase,2.0,1.0,3.0,2.0,0.0,61.0,30.0,31.0,0.5081967213114754,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,2,package model - trait MilestoneComponent,8.0,1.0,9.0,1.0,0.0,17.0,17.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,2,package model - trait MilestoneComponent - class Milestones,5.0,1.0,6.0,2.0,3.0,12.0,12.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0
HEAD,0,package model - class Milestone,5.0,1.0,6.0,2.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package servlet - class InitializeListener,31.0,0.0,31.0,1.0,3.0,127.0,100.0,14.0,0.12280701754385964,0.0,21.0,17.0,7.0,9.0,28.0,10.0,18.0,5.0,-0.02564102564102553
HEAD,0,package servlet - class DeleteOldActivityActor,2.0,0.0,2.0,1.0,1.0,15.0,14.0,0.0,0.0,0.0,1.0,3.0,3.0,11.0,9.0,1.0,4.0,1.0,1.0
HEAD,0,package service - trait MergeService,70.0,8.0,77.0,0.0,8.0,351.0,315.0,29.0,0.08430232558139535,6.0,69.0,27.0,13.0,21.0,84.0,28.0,23.0,4.0,1.0
HEAD,1,package service - object MergeService,54.0,8.0,61.0,0.0,0.0,176.0,160.0,12.0,0.06976744186046512,6.0,69.0,0.0,2.0,5.0,8.0,5.0,5.0,1.0,1.0
HEAD,0,package service - object MergeService - object Util,18.0,3.0,21.0,0.0,0.0,39.0,38.0,2.0,0.05,0.0,18.0,0.0,1.0,0.0,12.0,10.0,0.0,0.0,-0.14285714285714288
HEAD,1,package service - object MergeService - class MergeCacheInfo,40.0,2.0,42.0,0.0,1.0,129.0,116.0,10.0,0.07936507936507936,0.0,54.0,15.0,3.0,1.0,32.0,25.0,4.0,1.0,1.0
HEAD,1,package service - trait RepositoryCommitFileService,61.0,3.0,64.0,0.0,2.0,181.0,168.0,12.0,0.06666666666666667,2.0,62.0,13.0,6.0,23.0,70.0,38.0,10.0,4.0,1.0
HEAD,0,package service - object RepositoryCommitFileService,5.0,3.0,8.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package service - object RepositoryCommitFileService - class CommitFile,3.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - class LabelsController,10.0,1.0,11.0,3.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,1,package controller - trait LabelsControllerBase,24.0,1.0,25.0,2.0,2.0,84.0,75.0,5.0,0.0625,1.0,17.0,4.0,3.0,0.0,15.0,8.0,0.0,0.0,1.0
HEAD,0,package controller - trait LabelsControllerBase - class LabelForm,3.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEAD,0,package controller - trait LabelsControllerBase - method labelName - <$anon: <error>>,9.0,0.0,9.0,1.0,1.0,10.0,9.0,0.0,0.0,0.0,6.0,3.0,3.0,0.0,7.0,5.0,0.0,0.0,0.0
HEAD,1,package controller - trait LabelsControllerBase - method uniqueLabelName - <$anon: <error>>,8.0,0.0,8.0,1.0,1.0,19.0,19.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,14.0,7.0,0.0,0.0,1.0
HEAD,0,package service - trait SystemSettingsService,39.0,18.0,57.0,0.0,2.0,170.0,170.0,1.0,0.005847953216374269,16.0,30.0,10.0,5.0,0.0,149.0,22.0,0.0,0.0,0.8941798941798942
HEAD,0,package service - object SystemSettingsService,44.0,18.0,61.0,0.0,0.0,189.0,183.0,0.0,0.0,16.0,27.0,0.0,2.0,0.0,12.0,9.0,0.0,0.0,1.0
HEAD,0,package service - object SystemSettingsService - class SystemSettings,14.0,23.0,37.0,2.0,2.0,43.0,40.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,14.0,4.0,0.0,0.0,1.0
HEAD,0,package service - object SystemSettingsService - class RepositoryOperation,3.0,3.0,6.0,2.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
